編碼,正體,簡體,部首,部首筆畫,偏旁筆畫,正體筆畫,簡體筆畫,注音1,漢語拼音1,注音2,漢語拼音2,注音3,漢語拼音3,英文1,英文2,中研院字頻,國推會87字頻,簡體對應正體字
060091800,感,感,心,4,9,13,,ㄍㄢˇ,gǎn,,,,,"affect; be obliged; feel; move; sense; touch","feel, perceive, emotion",956,1798,感
